episode,loss,episode_accuracy
1,2.7101480960845947,0.7666667103767395
50,2.4293954372406006,0.6833333969116211
100,2.3882129192352295,0.7833333611488342
150,2.492976427078247,0.6166666746139526
200,2.4359078407287598,0.6333333849906921
250,2.2996344566345215,0.7500000596046448
300,2.3269853591918945,0.9000000357627869
